City,Date,Card Type,Exp Type,Gender,Amount
"Greater Mumbai, India",22-Aug-14,Signature,Bills,F,124051
"Ahmedabad, India",22-Nov-13,Silver,Entertainment,M,83837
"Delhi, India",7-Mar-14,Platinum,Grocery,M,94834
"Ahmedabad, India",27-Aug-14,Signature,Bills,M,266700
"Ahmedabad, India",13-Nov-13,Gold,Food,F,192593
"Greater Mumbai, India",30-Sep-14,Silver,Fuel,F,116174
"Delhi, India",6-Sep-14,Gold,Entertainment,F,109614
"Bengaluru, India",20-Jan-14,Platinum,Entertainment,M,230090
"Bengaluru, India",20-Dec-14,Silver,Food,F,24105
"Bengaluru, India",29-Oct-13,Silver,Fuel,F,261424
"Bengaluru, India",12-Feb-14,Platinum,Entertainment,M,63055
"Ahmedabad, India",22-Dec-14,Platinum,Food,F,236461
"Ahmedabad, India",7-Sep-14,Signature,Bills,F,293200
"Delhi, India",3-Oct-14,Gold,Fuel,F,41230
"Ahmedabad, India",29-Jan-15,Signature,Food,M,183143
"Bengaluru, India",27-Oct-13,Gold,Grocery,M,255458
"Ahmedabad, India",17-Feb-15,Signature,Fuel,F,256648
"Greater Mumbai, India",22-Jul-14,Silver,Entertainment,F,105410
"Bengaluru, India",30-Oct-13,Silver,Grocery,F,222370
"Ahmedabad, India",7-Feb-14,Gold,Food,M,284655
"Bengaluru, India",22-Mar-14,Signature,Grocery,M,20040
"Delhi, India",9-Dec-13,Gold,Entertainment,M,85481
"Ahmedabad, India",15-May-15,Platinum,Fuel,M,174949
"Delhi, India",29-Dec-13,Gold,Bills,F,193485
"Delhi, India",1-Jan-14,Platinum,Grocery,F,197561
"Ahmedabad, India",11-Aug-14,Platinum,Grocery,M,91743
"Delhi, India",11-Sep-14,Gold,Food,M,115908
"Bengaluru, India",13-Dec-13,Silver,Grocery,M,19111
"Ahmedabad, India",9-Jun-14,Silver,Fuel,M,282818
"Delhi, India",8-Sep-14,Silver,Grocery,M,276644
"Bengaluru, India",15-May-15,Silver,Food,M,123731
"Delhi, India",21-Jan-15,Silver,Entertainment,F,216531
"Delhi, India",28-Oct-14,Signature,Food,F,93974
"Delhi, India",4-Nov-14,Gold,Grocery,F,56081
"Ahmedabad, India",29-Mar-14,Signature,Entertainment,M,265264
"Bengaluru, India",2-Dec-13,Silver,Fuel,F,217772
"Ahmedabad, India",14-May-15,Silver,Food,M,140045
"Delhi, India",14-Dec-13,Platinum,Entertainment,F,249391
"Ahmedabad, India",14-Mar-14,Signature,Bills,M,281731
"Delhi, India",20-Feb-15,Gold,Grocery,M,64343
"Greater Mumbai, India",11-Aug-14,Signature,Grocery,M,184686
"Bengaluru, India",22-Nov-14,Platinum,Bills,M,89747
"Greater Mumbai, India",25-Oct-13,Platinum,Food,M,3656
"Ahmedabad, India",3-Jul-14,Signature,Fuel,M,216454
"Delhi, India",5-Oct-13,Silver,Food,F,22774
"Ahmedabad, India",5-Jun-14,Platinum,Food,M,288214
"Bengaluru, India",14-Oct-14,Gold,Fuel,F,73053
"Delhi, India",24-Jul-14,Signature,Bills,M,269034
"Bengaluru, India",28-Dec-14,Signature,Bills,M,236067
"Delhi, India",11-Sep-14,Platinum,Food,F,163837
"Delhi, India",7-Oct-14,Signature,Fuel,M,261914
"Ahmedabad, India",4-Mar-15,Signature,Food,M,58957
"Delhi, India",5-Mar-15,Gold,Fuel,F,245555
"Bengaluru, India",16-Aug-14,Signature,Entertainment,M,22457
"Bengaluru, India",20-Apr-15,Silver,Fuel,F,222267
"Bengaluru, India",29-Sep-14,Silver,Entertainment,M,294712
"Delhi, India",11-Oct-13,Signature,Grocery,M,127082
"Greater Mumbai, India",3-Aug-14,Platinum,Grocery,M,271747
"Greater Mumbai, India",11-May-15,Platinum,Grocery,M,71065
"Bengaluru, India",20-Oct-14,Silver,Bills,F,195116
"Greater Mumbai, India",5-Apr-15,Silver,Food,F,287839
"Bengaluru, India",20-Jan-15,Signature,Grocery,F,37251
"Greater Mumbai, India",23-Jan-14,Gold,Bills,F,88631
"Bengaluru, India",31-Jan-15,Silver,Fuel,M,67967
"Greater Mumbai, India",14-Dec-13,Silver,Bills,M,149637
"Delhi, India",15-Oct-13,Platinum,Entertainment,M,84178
"Ahmedabad, India",5-Feb-15,Platinum,Entertainment,F,43195
"Delhi, India",12-Feb-15,Gold,Food,F,70344
"Bengaluru, India",5-Nov-13,Signature,Food,M,196832
"Delhi, India",31-Aug-14,Platinum,Entertainment,F,166433
"Ahmedabad, India",29-Dec-13,Signature,Bills,F,188940
"Bengaluru, India",31-Oct-13,Signature,Grocery,M,278006
"Bengaluru, India",20-Mar-15,Silver,Grocery,M,127582
"Ahmedabad, India",7-May-14,Silver,Fuel,F,132180
"Ahmedabad, India",25-May-15,Gold,Food,M,41519
"Ahmedabad, India",23-Dec-14,Platinum,Fuel,M,274419
"Delhi, India",4-Apr-14,Signature,Grocery,M,123874
"Greater Mumbai, India",4-Apr-14,Platinum,Entertainment,F,281656
"Greater Mumbai, India",27-Jan-14,Signature,Fuel,M,95514
"Greater Mumbai, India",29-Nov-14,Silver,Grocery,M,102869
"Ahmedabad, India",9-Jun-14,Gold,Bills,F,292848
"Delhi, India",12-Dec-14,Platinum,Grocery,F,102155
"Greater Mumbai, India",7-Dec-13,Silver,Entertainment,M,51565
"Ahmedabad, India",19-Dec-13,Signature,Grocery,M,164874
"Greater Mumbai, India",25-Nov-14,Gold,Grocery,M,92170
"Bengaluru, India",13-Dec-13,Signature,Entertainment,F,253178
"Delhi, India",16-Aug-14,Platinum,Food,F,239487
"Ahmedabad, India",4-Sep-14,Silver,Bills,F,91340
"Ahmedabad, India",17-Nov-13,Silver,Bills,M,34708
"Bengaluru, India",20-Dec-14,Gold,Entertainment,M,278646
"Bengaluru, India",13-Jan-15,Silver,Fuel,F,288476
"Delhi, India",9-Oct-14,Platinum,Food,F,288807
"Bengaluru, India",22-Nov-14,Signature,Fuel,F,19888
"Delhi, India",7-Jan-15,Silver,Entertainment,M,20506
"Bengaluru, India",23-Mar-15,Platinum,Entertainment,M,84165
"Greater Mumbai, India",17-Oct-14,Signature,Bills,M,178519
"Bengaluru, India",24-May-15,Signature,Food,M,184636
"Greater Mumbai, India",7-Apr-14,Signature,Food,F,52072
"Bengaluru, India",20-Jan-15,Signature,Bills,F,178883
"Greater Mumbai, India",23-Jan-14,Signature,Fuel,M,1794
"Ahmedabad, India",10-Apr-14,Platinum,Fuel,F,26505
"Bengaluru, India",8-Dec-14,Platinum,Bills,F,160763
"Bengaluru, India",31-Jan-14,Platinum,Grocery,F,246281
"Greater Mumbai, India",19-Nov-13,Silver,Food,M,21285
"Delhi, India",30-Jul-14,Gold,Grocery,F,253391
"Bengaluru, India",22-Apr-14,Silver,Entertainment,F,291907
"Ahmedabad, India",5-Apr-15,Platinum,Bills,F,242202
"Greater Mumbai, India",27-Apr-14,Gold,Bills,M,273253
"Delhi, India",16-Mar-14,Silver,Food,M,150145
"Greater Mumbai, India",7-Mar-15,Silver,Bills,M,259165
"Greater Mumbai, India",28-Dec-14,Gold,Entertainment,F,141994
"Bengaluru, India",6-Apr-15,Signature,Bills,M,253372
"Greater Mumbai, India",28-Oct-14,Signature,Fuel,F,4153
"Bengaluru, India",17-Mar-15,Platinum,Bills,F,146484
"Delhi, India",5-Jun-14,Signature,Entertainment,F,194739
"Bengaluru, India",17-Sep-14,Silver,Food,F,110979
"Bengaluru, India",7-Nov-13,Platinum,Bills,M,59136
"Bengaluru, India",1-May-15,Gold,Grocery,M,6091
"Greater Mumbai, India",10-Apr-14,Silver,Grocery,F,36727
"Bengaluru, India",5-Jan-15,Platinum,Grocery,F,200564
"Ahmedabad, India",29-Jun-14,Signature,Bills,F,13119
"Bengaluru, India",16-Apr-14,Signature,Fuel,F,279623
"Ahmedabad, India",3-Nov-14,Platinum,Bills,F,125497
"Greater Mumbai, India",5-May-15,Platinum,Fuel,M,113863
"Bengaluru, India",4-Mar-15,Gold,Food,M,193753
"Delhi, India",25-Apr-14,Silver,Grocery,F,278292
"Ahmedabad, India",14-May-15,Gold,Bills,F,259398
"Greater Mumbai, India",8-May-15,Silver,Food,F,248070
"Bengaluru, India",16-Oct-13,Signature,Grocery,M,1578
"Bengaluru, India",30-Aug-14,Signature,Food,F,120646
"Delhi, India",10-Mar-15,Platinum,Fuel,F,160497
"Bengaluru, India",26-Jul-14,Platinum,Bills,M,156396
"Delhi, India",2-Jul-14,Signature,Food,F,93064
"Delhi, India",10-Dec-13,Silver,Fuel,M,71785
"Delhi, India",10-Nov-14,Silver,Food,F,133133
"Bengaluru, India",5-Nov-14,Silver,Entertainment,F,292603
"Ahmedabad, India",8-Mar-14,Platinum,Entertainment,M,193815
"Bengaluru, India",22-Dec-14,Silver,Food,M,241941
"Greater Mumbai, India",24-May-15,Platinum,Food,M,143510
"Bengaluru, India",13-Jul-14,Platinum,Fuel,F,167718
"Delhi, India",24-Mar-14,Gold,Fuel,M,192080
"Greater Mumbai, India",1-Nov-13,Gold,Food,M,71877
"Delhi, India",29-Nov-14,Silver,Food,M,262639
"Greater Mumbai, India",26-Jan-14,Signature,Grocery,F,292974
"Ahmedabad, India",12-Feb-15,Platinum,Grocery,F,35256
"Bengaluru, India",9-Jun-14,Silver,Entertainment,F,77887
"Greater Mumbai, India",11-May-15,Signature,Grocery,M,178600
"Bengaluru, India",19-Jan-14,Signature,Entertainment,F,134838
"Bengaluru, India",21-Mar-14,Signature,Entertainment,M,236020
"Ahmedabad, India",20-Feb-14,Gold,Fuel,M,24810
"Greater Mumbai, India",23-Aug-14,Gold,Fuel,M,91784
"Ahmedabad, India",22-Jan-14,Signature,Bills,M,220464
"Bengaluru, India",14-Jan-15,Signature,Food,F,26827
"Bengaluru, India",9-Jan-14,Silver,Grocery,M,61453
"Bengaluru, India",21-Oct-13,Silver,Bills,M,80346
"Greater Mumbai, India",1-Dec-14,Gold,Entertainment,F,266685
"Greater Mumbai, India",6-Jan-14,Silver,Food,F,93811
"Ahmedabad, India",3-Mar-14,Gold,Food,M,76334
"Ahmedabad, India",8-Nov-13,Gold,Fuel,F,9621
"Delhi, India",22-Oct-13,Gold,Food,F,264308
"Ahmedabad, India",6-Apr-14,Gold,Fuel,F,138433
"Greater Mumbai, India",6-Dec-14,Silver,Food,M,236522
"Bengaluru, India",9-Aug-14,Signature,Bills,M,38207
"Bengaluru, India",19-Aug-14,Platinum,Fuel,F,127634
"Ahmedabad, India",2-Jul-14,Silver,Entertainment,M,261357
"Ahmedabad, India",11-Nov-14,Platinum,Bills,F,154900
"Bengaluru, India",27-Nov-14,Gold,Entertainment,F,9221
"Greater Mumbai, India",3-Mar-14,Signature,Food,M,50018
"Greater Mumbai, India",28-Sep-14,Silver,Bills,F,282521
"Ahmedabad, India",13-Apr-14,Gold,Grocery,M,3811
"Bengaluru, India",14-Nov-14,Platinum,Bills,M,119024
"Delhi, India",21-Apr-15,Platinum,Bills,M,230619
"Greater Mumbai, India",15-Aug-14,Platinum,Fuel,M,106227
"Bengaluru, India",5-Nov-14,Gold,Bills,M,125690
"Ahmedabad, India",7-Apr-14,Silver,Grocery,M,171429
"Delhi, India",10-Jun-14,Signature,Bills,M,188713
"Ahmedabad, India",6-Feb-14,Silver,Entertainment,F,299575
"Bengaluru, India",27-Jun-14,Silver,Food,F,240463
"Delhi, India",17-Jun-14,Gold,Bills,M,137728
"Greater Mumbai, India",16-Nov-14,Platinum,Entertainment,F,196965
"Delhi, India",30-Jun-14,Gold,Fuel,F,115238
"Bengaluru, India",2-Aug-14,Silver,Bills,F,186538
"Bengaluru, India",18-Jul-14,Silver,Entertainment,M,37114
"Bengaluru, India",18-Apr-15,Gold,Fuel,F,216366
"Ahmedabad, India",28-Nov-14,Gold,Grocery,F,46852
"Bengaluru, India",20-Jul-14,Signature,Fuel,F,282977
"Greater Mumbai, India",22-Dec-14,Silver,Fuel,M,210343
"Bengaluru, India",22-Oct-13,Platinum,Food,F,253977
"Greater Mumbai, India",14-Nov-13,Platinum,Grocery,F,102120
"Bengaluru, India",22-Aug-14,Signature,Bills,M,46583
"Bengaluru, India",3-Apr-14,Signature,Food,M,289871
"Bengaluru, India",15-Jan-14,Signature,Fuel,F,19344
"Bengaluru, India",20-Oct-14,Gold,Grocery,F,144680
"Bengaluru, India",9-Mar-14,Silver,Grocery,F,139794
"Bengaluru, India",10-Aug-14,Signature,Bills,F,133199
"Delhi, India",27-Mar-14,Silver,Entertainment,F,286557
"Bengaluru, India",1-Dec-14,Gold,Grocery,M,199926
"Delhi, India",22-Apr-15,Signature,Bills,M,7588
"Greater Mumbai, India",20-May-15,Signature,Grocery,M,282264
"Ahmedabad, India",8-Aug-14,Platinum,Grocery,M,17134
"Greater Mumbai, India",7-Nov-14,Platinum,Entertainment,M,8737
"Delhi, India",4-Nov-13,Signature,Fuel,F,206250
"Greater Mumbai, India",15-Dec-14,Silver,Grocery,F,261434
"Greater Mumbai, India",28-Dec-13,Platinum,Grocery,F,103286
"Ahmedabad, India",25-Feb-14,Signature,Grocery,F,83522
"Greater Mumbai, India",26-Jan-15,Signature,Entertainment,F,14654
"Bengaluru, India",21-Nov-13,Signature,Food,M,91060
"Bengaluru, India",19-Aug-14,Signature,Grocery,F,84561
"Greater Mumbai, India",26-Nov-14,Gold,Bills,F,104734
"Bengaluru, India",20-Jun-14,Gold,Bills,M,222580
"Ahmedabad, India",31-Oct-14,Silver,Food,F,183399
"Greater Mumbai, India",14-Feb-15,Silver,Grocery,F,284245
"Bengaluru, India",28-Dec-14,Gold,Fuel,M,235560
"Greater Mumbai, India",1-Feb-14,Silver,Fuel,F,88908
"Bengaluru, India",12-Oct-13,Signature,Food,M,234001
"Delhi, India",15-May-15,Platinum,Fuel,F,274820
"Delhi, India",12-Mar-14,Gold,Grocery,M,139597
"Greater Mumbai, India",3-Jan-14,Silver,Grocery,M,273002
"Greater Mumbai, India",27-Oct-13,Platinum,Fuel,M,185142
"Delhi, India",12-Sep-14,Signature,Grocery,F,112690
"Ahmedabad, India",17-Oct-13,Signature,Food,F,144766
"Delhi, India",3-Nov-13,Gold,Food,F,59655
"Ahmedabad, India",28-Jan-15,Gold,Bills,F,217334
"Bengaluru, India",7-Apr-15,Gold,Entertainment,M,80352
"Greater Mumbai, India",30-Dec-13,Platinum,Food,F,236899
"Delhi, India",1-Oct-14,Gold,Food,F,177286
"Greater Mumbai, India",20-Apr-15,Platinum,Entertainment,F,33789
"Bengaluru, India",11-May-14,Platinum,Grocery,M,55810
"Ahmedabad, India",16-Mar-14,Signature,Food,M,36087
"Ahmedabad, India",23-Oct-14,Platinum,Fuel,M,153983
"Bengaluru, India",12-Feb-14,Silver,Fuel,F,198602
"Greater Mumbai, India",16-Aug-14,Platinum,Entertainment,M,20168
"Greater Mumbai, India",31-May-14,Silver,Food,M,164436
"Bengaluru, India",10-Aug-14,Platinum,Bills,F,20186
"Delhi, India",3-Dec-14,Gold,Food,F,205916
"Bengaluru, India",5-Apr-14,Signature,Bills,M,291727
"Ahmedabad, India",27-Feb-15,Silver,Fuel,M,17233
"Greater Mumbai, India",19-Sep-14,Signature,Entertainment,F,87246
"Delhi, India",26-May-15,Platinum,Entertainment,F,200932
"Delhi, India",29-Nov-14,Gold,Grocery,F,11044
"Ahmedabad, India",24-Nov-14,Silver,Bills,F,41075
"Ahmedabad, India",22-Dec-14,Signature,Bills,M,289833
"Ahmedabad, India",11-Jan-14,Signature,Food,F,235706
"Ahmedabad, India",18-Apr-15,Gold,Entertainment,M,290801
"Greater Mumbai, India",5-Jan-14,Platinum,Bills,F,107910
"Delhi, India",1-Jul-14,Gold,Food,M,138773
"Bengaluru, India",18-Dec-14,Gold,Bills,M,229419
"Greater Mumbai, India",14-Dec-13,Signature,Entertainment,F,295555
"Delhi, India",17-Aug-14,Platinum,Entertainment,M,107014
"Ahmedabad, India",6-Oct-14,Silver,Entertainment,F,121322
"Bengaluru, India",7-Nov-13,Platinum,Fuel,M,89143
"Bengaluru, India",8-Jul-14,Gold,Entertainment,F,235453
"Ahmedabad, India",6-Jun-14,Gold,Food,M,262911
"Bengaluru, India",20-May-15,Signature,Bills,M,186315
"Delhi, India",4-Jan-14,Platinum,Entertainment,F,127847
"Delhi, India",11-Sep-14,Platinum,Grocery,F,81474
"Delhi, India",25-Apr-14,Platinum,Fuel,F,7376
"Bengaluru, India",3-Sep-14,Platinum,Bills,F,168369
"Bengaluru, India",3-Dec-13,Platinum,Fuel,M,272256
"Bengaluru, India",9-Mar-14,Gold,Fuel,F,10139
"Bengaluru, India",9-Dec-13,Silver,Grocery,M,48507
"Ahmedabad, India",1-Mar-15,Platinum,Grocery,M,167642
"Greater Mumbai, India",27-Jun-14,Gold,Grocery,M,129499
"Bengaluru, India",8-Nov-14,Platinum,Fuel,M,78049
"Ahmedabad, India",31-Mar-15,Platinum,Grocery,M,54879
"Delhi, India",12-Jan-15,Silver,Fuel,M,166530
"Delhi, India",10-Sep-14,Signature,Bills,F,165489
"Ahmedabad, India",11-Jun-14,Platinum,Fuel,M,77683
"Bengaluru, India",13-May-15,Silver,Grocery,M,44568
"Delhi, India",20-Apr-15,Gold,Food,M,33515
"Bengaluru, India",9-Nov-14,Platinum,Grocery,M,26593
"Bengaluru, India",2-Jul-14,Platinum,Grocery,M,118740
"Delhi, India",13-Jan-14,Platinum,Entertainment,M,293506
"Bengaluru, India",11-May-15,Signature,Bills,F,201923
"Bengaluru, India",3-Nov-14,Signature,Fuel,F,174215
"Greater Mumbai, India",31-Jan-14,Silver,Entertainment,M,255450
"Delhi, India",17-Oct-14,Gold,Entertainment,F,112072
"Bengaluru, India",27-Feb-15,Signature,Entertainment,M,267930
"Greater Mumbai, India",24-Apr-14,Silver,Fuel,M,54333
"Ahmedabad, India",23-May-14,Silver,Grocery,F,223572
"Delhi, India",12-Jan-15,Signature,Bills,F,223831
"Greater Mumbai, India",26-Nov-14,Platinum,Entertainment,M,54734
"Delhi, India",1-Mar-14,Platinum,Food,F,128535
"Greater Mumbai, India",27-Feb-14,Silver,Fuel,M,217466
"Greater Mumbai, India",7-Aug-14,Platinum,Grocery,M,110784
"Bengaluru, India",22-Jun-14,Signature,Grocery,F,212185
"Greater Mumbai, India",23-Apr-15,Silver,Food,M,273748
"Bengaluru, India",3-Feb-14,Signature,Food,F,202725
"Bengaluru, India",15-Jan-15,Platinum,Food,M,166414
"Greater Mumbai, India",19-Oct-13,Platinum,Entertainment,F,32373
"Ahmedabad, India",23-Nov-13,Platinum,Fuel,M,62914
"Greater Mumbai, India",12-Sep-14,Platinum,Grocery,F,17116
"Ahmedabad, India",10-Feb-14,Signature,Grocery,F,285295
"Greater Mumbai, India",14-Nov-14,Gold,Fuel,M,105900
"Bengaluru, India",19-Jan-14,Silver,Bills,F,1078
"Delhi, India",15-Feb-14,Silver,Grocery,M,62353
"Bengaluru, India",24-Apr-15,Gold,Bills,F,267749
"Greater Mumbai, India",3-Jul-14,Silver,Grocery,M,64759
"Delhi, India",8-Feb-14,Gold,Bills,M,5045
"Bengaluru, India",16-May-14,Gold,Bills,F,252382
"Delhi, India",19-May-15,Gold,Bills,M,272953
"Greater Mumbai, India",5-Nov-13,Signature,Fuel,F,98664
"Greater Mumbai, India",8-Jun-14,Signature,Entertainment,M,216351
"Ahmedabad, India",23-Nov-13,Silver,Food,F,182354
"Greater Mumbai, India",7-Mar-15,Silver,Bills,M,172980
"Greater Mumbai, India",20-Sep-14,Platinum,Food,F,214307
"Bengaluru, India",13-Jan-15,Silver,Grocery,M,162401
"Bengaluru, India",16-Nov-13,Platinum,Fuel,F,118632
"Delhi, India",8-Aug-14,Gold,Entertainment,M,109514
"Greater Mumbai, India",20-Nov-13,Silver,Bills,F,246454
"Ahmedabad, India",11-Dec-14,Signature,Food,M,59672
"Delhi, India",9-May-15,Silver,Bills,F,7396
"Greater Mumbai, India",28-Aug-14,Silver,Food,F,206746
"Greater Mumbai, India",2-Mar-15,Gold,Food,F,133048
"Greater Mumbai, India",23-Mar-15,Gold,Entertainment,M,9087
"Ahmedabad, India",26-Jan-14,Signature,Food,M,88113
"Bengaluru, India",22-Sep-14,Gold,Bills,M,18275
"Greater Mumbai, India",22-Apr-15,Silver,Grocery,M,42532
"Greater Mumbai, India",5-Oct-14,Gold,Fuel,M,225215
"Delhi, India",10-Oct-13,Platinum,Bills,F,66927
"Delhi, India",8-Jan-15,Signature,Food,M,129254
"Bengaluru, India",8-Dec-14,Signature,Fuel,M,76553
"Ahmedabad, India",29-Aug-14,Signature,Food,M,274212
"Ahmedabad, India",22-Jul-14,Platinum,Grocery,M,5812
"Greater Mumbai, India",4-Nov-14,Silver,Grocery,F,226514
"Ahmedabad, India",2-Apr-15,Silver,Grocery,F,199304
"Delhi, India",31-Mar-14,Silver,Bills,M,220395
"Delhi, India",10-Oct-14,Gold,Bills,M,187155
"Bengaluru, India",16-Nov-14,Platinum,Entertainment,M,227253
"Delhi, India",16-Sep-14,Gold,Bills,F,234695
"Bengaluru, India",1-Nov-14,Platinum,Food,M,19343
"Greater Mumbai, India",28-Mar-14,Signature,Fuel,M,83915
"Ahmedabad, India",7-May-14,Signature,Grocery,M,35100
"Bengaluru, India",20-Feb-14,Signature,Food,F,233611
"Bengaluru, India",25-Dec-14,Signature,Grocery,M,8120
"Greater Mumbai, India",23-May-15,Signature,Food,M,127268
"Greater Mumbai, India",9-Apr-15,Signature,Food,F,238324
"Bengaluru, India",17-Mar-14,Signature,Entertainment,F,209312
"Bengaluru, India",27-Aug-14,Gold,Bills,F,121609
"Delhi, India",29-Mar-14,Signature,Grocery,M,140246
"Bengaluru, India",16-Dec-13,Gold,Food,M,124030
"Bengaluru, India",10-May-15,Signature,Fuel,F,82259
"Bengaluru, India",10-Dec-13,Platinum,Bills,F,70450
"Bengaluru, India",7-Jul-14,Platinum,Grocery,F,24717
"Delhi, India",12-Nov-14,Silver,Fuel,F,147217
"Greater Mumbai, India",16-Mar-15,Gold,Fuel,F,73520
"Ahmedabad, India",20-Dec-14,Silver,Grocery,F,230084
"Ahmedabad, India",5-Nov-14,Platinum,Entertainment,M,192848
"Ahmedabad, India",23-May-14,Silver,Fuel,M,18095
"Ahmedabad, India",7-Aug-14,Platinum,Food,M,193730
"Delhi, India",5-Aug-14,Silver,Food,F,24666
"Bengaluru, India",23-May-15,Gold,Entertainment,M,89921
"Delhi, India",24-May-14,Platinum,Grocery,F,209797
"Greater Mumbai, India",8-Aug-14,Gold,Food,F,197488
"Greater Mumbai, India",26-May-14,Silver,Grocery,M,185472
"Bengaluru, India",21-Jun-14,Gold,Bills,F,202874
"Greater Mumbai, India",1-Jun-14,Platinum,Food,F,180622
"Ahmedabad, India",19-Mar-15,Silver,Bills,M,148625
"Delhi, India",6-Dec-13,Gold,Entertainment,F,137861
"Bengaluru, India",19-Aug-14,Silver,Food,M,191425
"Delhi, India",29-Sep-14,Silver,Entertainment,M,18138
"Greater Mumbai, India",12-Dec-14,Signature,Food,M,271311
"Bengaluru, India",5-Feb-15,Signature,Food,M,147167
"Delhi, India",8-Aug-14,Gold,Food,M,147923
"Bengaluru, India",17-May-14,Silver,Grocery,F,29858
"Ahmedabad, India",19-Sep-14,Gold,Bills,M,71255
"Greater Mumbai, India",13-Jan-14,Signature,Entertainment,M,279668
"Bengaluru, India",25-Apr-14,Gold,Food,M,20926
"Greater Mumbai, India",6-Nov-13,Signature,Entertainment,M,170311
"Delhi, India",15-Jul-14,Silver,Grocery,M,288080
"Greater Mumbai, India",11-Apr-14,Silver,Food,F,285260
"Ahmedabad, India",21-Sep-14,Platinum,Grocery,M,41358
"Delhi, India",4-Nov-13,Platinum,Food,M,21011
"Bengaluru, India",19-Dec-13,Gold,Food,F,133790
"Greater Mumbai, India",1-Feb-14,Silver,Grocery,M,154558
"Bengaluru, India",12-Dec-13,Signature,Food,F,78975
"Greater Mumbai, India",24-Apr-14,Signature,Bills,F,263724
"Greater Mumbai, India",23-Jan-14,Signature,Fuel,F,11881
"Delhi, India",4-Jun-14,Silver,Bills,M,234255
"Delhi, India",22-Aug-14,Gold,Fuel,M,223321
"Greater Mumbai, India",14-Feb-14,Silver,Bills,M,108578
"Bengaluru, India",12-Oct-14,Gold,Grocery,F,150204
"Ahmedabad, India",20-Mar-15,Gold,Bills,F,266934
"Bengaluru, India",13-Jan-15,Signature,Grocery,F,82893
"Delhi, India",13-Mar-14,Silver,Entertainment,F,15512
"Bengaluru, India",7-Oct-13,Gold,Bills,F,53126
"Delhi, India",7-Jul-14,Signature,Fuel,M,165012
"Delhi, India",27-Apr-14,Gold,Bills,M,133687
"Bengaluru, India",29-Nov-13,Signature,Grocery,F,132111
"Ahmedabad, India",4-Dec-14,Signature,Fuel,M,242546
"Greater Mumbai, India",24-Mar-15,Platinum,Bills,M,15669
"Delhi, India",6-May-15,Silver,Bills,M,289521
"Ahmedabad, India",1-Apr-14,Platinum,Fuel,M,182674
"Ahmedabad, India",29-Nov-13,Platinum,Bills,M,282435
"Delhi, India",12-Oct-13,Gold,Fuel,M,241870
"Greater Mumbai, India",31-Jan-14,Silver,Bills,F,77647
"Ahmedabad, India",9-Jan-14,Gold,Fuel,M,206869
"Bengaluru, India",15-Nov-13,Silver,Fuel,F,60358
"Greater Mumbai, India",22-Nov-14,Gold,Bills,F,177644
"Greater Mumbai, India",7-Feb-15,Signature,Grocery,F,242831
"Ahmedabad, India",31-Jan-15,Platinum,Fuel,F,240144
"Bengaluru, India",24-Feb-15,Gold,Entertainment,M,278878
"Bengaluru, India",23-Mar-15,Platinum,Entertainment,M,132563
"Delhi, India",17-May-14,Signature,Fuel,F,149714
"Ahmedabad, India",16-Dec-14,Silver,Food,F,91449
"Ahmedabad, India",15-Mar-14,Signature,Entertainment,F,5036
"Ahmedabad, India",19-Nov-14,Signature,Fuel,M,201771
"Ahmedabad, India",17-Feb-15,Signature,Fuel,M,194454
"Ahmedabad, India",16-Jan-15,Signature,Bills,M,66132
"Bengaluru, India",8-Oct-13,Gold,Fuel,M,118249
"Bengaluru, India",15-Oct-13,Silver,Bills,F,165781
"Greater Mumbai, India",24-Dec-13,Silver,Bills,M,172711
"Ahmedabad, India",3-May-15,Silver,Grocery,F,229433
"Ahmedabad, India",27-Mar-14,Gold,Grocery,M,189674
"Delhi, India",10-Dec-14,Gold,Entertainment,F,93138
"Bengaluru, India",1-Sep-14,Platinum,Bills,M,277073
"Greater Mumbai, India",1-Jun-14,Signature,Entertainment,M,232339
"Greater Mumbai, India",20-Jan-15,Platinum,Fuel,M,23130
"Greater Mumbai, India",19-Apr-14,Signature,Grocery,F,147333
"Greater Mumbai, India",30-Jan-15,Silver,Bills,M,252846
"Delhi, India",20-Aug-14,Signature,Entertainment,M,117342
"Bengaluru, India",4-May-14,Platinum,Bills,M,26322
"Ahmedabad, India",2-Feb-14,Gold,Food,F,195512
"Greater Mumbai, India",29-Oct-14,Platinum,Entertainment,F,7605
"Greater Mumbai, India",9-Feb-14,Gold,Food,F,231088
"Greater Mumbai, India",6-Jan-15,Platinum,Fuel,M,298616
"Ahmedabad, India",29-Jan-14,Gold,Bills,F,168207
"Ahmedabad, India",2-Aug-14,Platinum,Entertainment,M,182184
"Delhi, India",15-Feb-15,Signature,Grocery,F,32206
"Ahmedabad, India",14-Nov-14,Gold,Grocery,M,258147
"Bengaluru, India",6-Nov-14,Signature,Entertainment,F,234918
"Delhi, India",26-Jan-14,Signature,Grocery,M,241514
"Ahmedabad, India",21-Oct-13,Silver,Bills,M,199305
"Ahmedabad, India",4-Jan-15,Silver,Fuel,F,270668
"Ahmedabad, India",25-Nov-14,Platinum,Fuel,F,34492
"Ahmedabad, India",3-Jan-15,Gold,Fuel,F,124731
"Delhi, India",7-Jan-14,Silver,Bills,F,189307
"Bengaluru, India",30-Aug-14,Gold,Grocery,F,163838
